strategy,threshold,margin,alpha,beta,gamma,source_accuracy,top1_accuracy,mrr,fpr_local,fnr_local,precision_local,recall_local,f1_local,kb_utilization,local_rate,openai_rate,openai_calls,false_compliance,total_cost,tp_local,fp_local,fn_local,tn_local,objective_source_accuracy,objective_f1_local,objective_cost
cosine_margin,0.66,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.67,0.00,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0250,0.3261,0.9688,0.6739,0.7949,0.6739,0.3721,0.3605,31,2,53.3000,31,1,15,39,0.8023,0.7949,53.3000
cosine_margin,0.67,0.01,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0250,0.3261,0.9688,0.6739,0.7949,0.6739,0.3721,0.3605,31,2,53.3000,31,1,15,39,0.8023,0.7949,53.3000
cosine_margin,0.67,0.02,0.70,0.20,0.10,0.7907,0.8478,0.8986,0.0250,0.3478,0.9677,0.6522,0.7792,0.6522,0.3605,0.3721,32,2,55.6000,30,1,16,39,0.7907,0.7792,55.6000
cosine_margin,0.67,0.03,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.67,0.04,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.67,0.05,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.67,0.06,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.67,0.07,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.67,0.08,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.67,0.09,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.0250,0.4130,0.9643,0.5870,0.7297,0.5870,0.3256,0.4070,35,2,62.5000,27,1,19,39,0.7558,0.7297,62.5000
cosine_margin,0.67,0.10,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.0250,0.4130,0.9643,0.5870,0.7297,0.5870,0.3256,0.4070,35,2,62.5000,27,1,19,39,0.7558,0.7297,62.5000
cosine_margin,0.68,0.00,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0000,0.3261,1.0000,0.6739,0.8052,0.6739,0.3605,0.3721,32,2,45.6000,31,0,15,40,0.8140,0.8052,45.6000
cosine_margin,0.68,0.01,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0000,0.3261,1.0000,0.6739,0.8052,0.6739,0.3605,0.3721,32,2,45.6000,31,0,15,40,0.8140,0.8052,45.6000
cosine_margin,0.68,0.02,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0000,0.3478,1.0000,0.6522,0.7895,0.6522,0.3488,0.3837,33,2,47.9000,30,0,16,40,0.8023,0.7895,47.9000
cosine_margin,0.68,0.03,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.68,0.04,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.68,0.05,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.68,0.06,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.68,0.07,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.68,0.08,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.68,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.68,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.00,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.69,0.01,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.69,0.02,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.03,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.04,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.05,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.06,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.07,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.08,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.69,0.09,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.0000,0.4348,1.0000,0.5652,0.7222,0.5652,0.3023,0.4302,37,2,57.1000,26,0,20,40,0.7558,0.7222,57.1000
cosine_margin,0.69,0.10,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.0000,0.4348,1.0000,0.5652,0.7222,0.5652,0.3023,0.4302,37,2,57.1000,26,0,20,40,0.7558,0.7222,57.1000
cosine_margin,0.70,0.00,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.70,0.01,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0000,0.3913,1.0000,0.6087,0.7568,0.6087,0.3256,0.4070,35,2,52.5000,28,0,18,40,0.7791,0.7568,52.5000
cosine_margin,0.70,0.02,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.70,0.03,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.70,0.04,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.70,0.05,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.70,0.06,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.70,0.07,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.70,0.08,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0000,0.4130,1.0000,0.5870,0.7397,0.5870,0.3140,0.4186,36,2,54.8000,27,0,19,40,0.7674,0.7397,54.8000
cosine_margin,0.70,0.09,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.0000,0.4348,1.0000,0.5652,0.7222,0.5652,0.3023,0.4302,37,2,57.1000,26,0,20,40,0.7558,0.7222,57.1000
cosine_margin,0.70,0.10,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.0000,0.4348,1.0000,0.5652,0.7222,0.5652,0.3023,0.4302,37,2,57.1000,26,0,20,40,0.7558,0.7222,57.1000
cosine_margin,0.71,0.00,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.01,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.02,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.03,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.04,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.05,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.06,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.07,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.08,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.0000,0.4565,1.0000,0.5435,0.7042,0.5435,0.2907,0.4419,38,2,59.4000,25,0,21,40,0.7442,0.7042,59.4000
cosine_margin,0.71,0.09,0.70,0.20,0.10,0.7326,0.8478,0.8986,0.0000,0.4783,1.0000,0.5217,0.6857,0.5217,0.2791,0.4535,39,2,61.7000,24,0,22,40,0.7326,0.6857,61.7000
cosine_margin,0.71,0.10,0.70,0.20,0.10,0.7326,0.8478,0.8986,0.0000,0.4783,1.0000,0.5217,0.6857,0.5217,0.2791,0.4535,39,2,61.7000,24,0,22,40,0.7326,0.6857,61.7000
cosine_margin,0.72,0.00,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.01,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.02,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.03,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.04,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.05,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.06,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.07,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.08,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.0000,0.5000,1.0000,0.5000,0.6667,0.5000,0.2674,0.4651,40,2,64.0000,23,0,23,40,0.7209,0.6667,64.0000
cosine_margin,0.72,0.09,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.72,0.10,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.00,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.01,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.02,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.03,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.04,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.05,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.06,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.07,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.08,0.70,0.20,0.10,0.7093,0.8478,0.8986,0.0000,0.5217,1.0000,0.4783,0.6471,0.4783,0.2558,0.4767,41,2,66.3000,22,0,24,40,0.7093,0.6471,66.3000
cosine_margin,0.73,0.09,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.73,0.10,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.00,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.01,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.02,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.03,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.04,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.05,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.06,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.07,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.08,0.70,0.20,0.10,0.6977,0.8478,0.8986,0.0000,0.5435,1.0000,0.4565,0.6269,0.4565,0.2442,0.4884,42,2,68.6000,21,0,25,40,0.6977,0.6269,68.6000
cosine_margin,0.74,0.09,0.70,0.20,0.10,0.6860,0.8478,0.8986,0.0000,0.5652,1.0000,0.4348,0.6061,0.4348,0.2326,0.5000,43,2,70.9000,20,0,26,40,0.6860,0.6061,70.9000
cosine_margin,0.74,0.10,0.70,0.20,0.10,0.6860,0.8478,0.8986,0.0000,0.5652,1.0000,0.4348,0.6061,0.4348,0.2326,0.5000,43,2,70.9000,20,0,26,40,0.6860,0.6061,70.9000
cosine_margin,0.75,0.00,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.01,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.02,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.03,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.04,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.05,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.06,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.07,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.08,0.70,0.20,0.10,0.6628,0.8478,0.8986,0.0000,0.6087,1.0000,0.3913,0.5625,0.3913,0.2093,0.5233,45,2,75.5000,18,0,28,40,0.6628,0.5625,75.5000
cosine_margin,0.75,0.09,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.75,0.10,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.00,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.01,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.02,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.03,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.04,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.05,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.06,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.07,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.08,0.70,0.20,0.10,0.6512,0.8478,0.8986,0.0000,0.6304,1.0000,0.3696,0.5397,0.3696,0.1977,0.5349,46,2,77.8000,17,0,29,40,0.6512,0.5397,77.8000
cosine_margin,0.76,0.09,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.76,0.10,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.00,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.01,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.02,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.03,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.04,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.05,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.06,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.07,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.08,0.70,0.20,0.10,0.6395,0.8478,0.8986,0.0000,0.6522,1.0000,0.3478,0.5161,0.3478,0.1860,0.5465,47,2,80.1000,16,0,30,40,0.6395,0.5161,80.1000
cosine_margin,0.77,0.09,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
