strategy,threshold,margin,alpha,beta,gamma,source_accuracy,top1_accuracy,mrr,fpr_local,fnr_local,precision_local,recall_local,f1_local,kb_utilization,local_rate,openai_rate,openai_calls,false_compliance,total_cost,tp_local,fp_local,fn_local,tn_local,objective_source_accuracy,objective_f1_local,objective_cost
cosine_margin,0.55,0.10,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.2250,0.3043,0.7805,0.6957,0.7356,0.6957,0.4767,0.2558,22,2,112.6000,32,9,14,31,0.7209,0.7356,112.6000
cosine_margin,0.56,0.00,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.3250,0.1304,0.7547,0.8696,0.8081,0.8696,0.6163,0.1163,10,2,125.0000,40,13,6,27,0.7674,0.8081,125.0000
cosine_margin,0.56,0.01,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.3000,0.1522,0.7647,0.8478,0.8041,0.8478,0.5930,0.1395,12,2,119.6000,39,12,7,28,0.7674,0.8041,119.6000
cosine_margin,0.56,0.02,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.3000,0.1739,0.7600,0.8261,0.7917,0.8261,0.5814,0.1512,13,2,121.9000,38,12,8,28,0.7558,0.7917,121.9000
cosine_margin,0.56,0.03,0.70,0.20,0.10,0.7326,0.8478,0.8986,0.3000,0.2174,0.7500,0.7826,0.7660,0.7826,0.5581,0.1744,15,2,126.5000,36,12,10,28,0.7326,0.7660,126.5000
cosine_margin,0.56,0.04,0.70,0.20,0.10,0.7326,0.8478,0.8986,0.3000,0.2174,0.7500,0.7826,0.7660,0.7826,0.5581,0.1744,15,2,126.5000,36,12,10,28,0.7326,0.7660,126.5000
cosine_margin,0.56,0.05,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.2750,0.2174,0.7660,0.7826,0.7742,0.7826,0.5465,0.1860,16,2,118.8000,36,11,10,29,0.7442,0.7742,118.8000
cosine_margin,0.56,0.06,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.2750,0.2174,0.7660,0.7826,0.7742,0.7826,0.5465,0.1860,16,2,118.8000,36,11,10,29,0.7442,0.7742,118.8000
cosine_margin,0.56,0.07,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.2500,0.2391,0.7778,0.7609,0.7692,0.7609,0.5233,0.2093,18,2,113.4000,35,10,11,30,0.7442,0.7692,113.4000
cosine_margin,0.56,0.08,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.2500,0.2391,0.7778,0.7609,0.7692,0.7609,0.5233,0.2093,18,2,113.4000,35,10,11,30,0.7442,0.7692,113.4000
cosine_margin,0.56,0.09,0.70,0.20,0.10,0.7326,0.8478,0.8986,0.2250,0.2826,0.7857,0.7174,0.7500,0.7174,0.4884,0.2442,21,2,110.3000,33,9,13,31,0.7326,0.7500,110.3000
cosine_margin,0.56,0.10,0.70,0.20,0.10,0.7209,0.8478,0.8986,0.2250,0.3043,0.7805,0.6957,0.7356,0.6957,0.4767,0.2558,22,2,112.6000,32,9,14,31,0.7209,0.7356,112.6000
cosine_margin,0.57,0.00,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.2750,0.1522,0.7800,0.8478,0.8125,0.8478,0.5814,0.1512,13,2,111.9000,39,11,7,29,0.7791,0.8125,111.9000
cosine_margin,0.57,0.01,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.2500,0.1739,0.7917,0.8261,0.8085,0.8261,0.5581,0.1744,15,2,106.5000,38,10,8,30,0.7791,0.8085,106.5000
cosine_margin,0.57,0.02,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.2500,0.1957,0.7872,0.8043,0.7957,0.8043,0.5465,0.1860,16,2,108.8000,37,10,9,30,0.7674,0.7957,108.8000
cosine_margin,0.57,0.03,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.2500,0.2391,0.7778,0.7609,0.7692,0.7609,0.5233,0.2093,18,2,113.4000,35,10,11,30,0.7442,0.7692,113.4000
cosine_margin,0.57,0.04,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.2500,0.2391,0.7778,0.7609,0.7692,0.7609,0.5233,0.2093,18,2,113.4000,35,10,11,30,0.7442,0.7692,113.4000
cosine_margin,0.57,0.05,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.2250,0.2391,0.7955,0.7609,0.7778,0.7609,0.5116,0.2209,19,2,105.7000,35,9,11,31,0.7558,0.7778,105.7000
cosine_margin,0.57,0.06,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.2250,0.2391,0.7955,0.7609,0.7778,0.7609,0.5116,0.2209,19,2,105.7000,35,9,11,31,0.7558,0.7778,105.7000
cosine_margin,0.57,0.07,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.2000,0.2391,0.8140,0.7609,0.7865,0.7609,0.5000,0.2326,20,2,98.0000,35,8,11,32,0.7674,0.7865,98.0000
cosine_margin,0.57,0.08,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.2000,0.2391,0.8140,0.7609,0.7865,0.7609,0.5000,0.2326,20,2,98.0000,35,8,11,32,0.7674,0.7865,98.0000
cosine_margin,0.57,0.09,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.1750,0.2826,0.8250,0.7174,0.7674,0.7174,0.4651,0.2674,23,2,94.9000,33,7,13,33,0.7558,0.7674,94.9000
cosine_margin,0.57,0.10,0.70,0.20,0.10,0.7442,0.8478,0.8986,0.1750,0.3043,0.8205,0.6957,0.7529,0.6957,0.4535,0.2791,24,2,97.2000,32,7,14,33,0.7442,0.7529,97.2000
cosine_margin,0.58,0.00,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.2000,0.1739,0.8261,0.8261,0.8261,0.8261,0.5349,0.1977,17,2,91.1000,38,8,8,32,0.8023,0.8261,91.1000
cosine_margin,0.58,0.01,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.1750,0.1957,0.8409,0.8043,0.8222,0.8043,0.5116,0.2209,19,2,85.7000,37,7,9,33,0.8023,0.8222,85.7000
cosine_margin,0.58,0.02,0.70,0.20,0.10,0.7907,0.8478,0.8986,0.1750,0.2174,0.8372,0.7826,0.8090,0.7826,0.5000,0.2326,20,2,88.0000,36,7,10,33,0.7907,0.8090,88.0000
cosine_margin,0.58,0.03,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1750,0.2609,0.8293,0.7391,0.7816,0.7391,0.4767,0.2558,22,2,92.6000,34,7,12,33,0.7674,0.7816,92.6000
cosine_margin,0.58,0.04,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1750,0.2609,0.8293,0.7391,0.7816,0.7391,0.4767,0.2558,22,2,92.6000,34,7,12,33,0.7674,0.7816,92.6000
cosine_margin,0.58,0.05,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1750,0.2609,0.8293,0.7391,0.7816,0.7391,0.4767,0.2558,22,2,92.6000,34,7,12,33,0.7674,0.7816,92.6000
cosine_margin,0.58,0.06,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1750,0.2609,0.8293,0.7391,0.7816,0.7391,0.4767,0.2558,22,2,92.6000,34,7,12,33,0.7674,0.7816,92.6000
cosine_margin,0.58,0.07,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1500,0.2609,0.8500,0.7391,0.7907,0.7391,0.4651,0.2674,23,2,84.9000,34,6,12,34,0.7791,0.7907,84.9000
cosine_margin,0.58,0.08,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1500,0.2609,0.8500,0.7391,0.7907,0.7391,0.4651,0.2674,23,2,84.9000,34,6,12,34,0.7791,0.7907,84.9000
cosine_margin,0.58,0.09,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1250,0.2826,0.8684,0.7174,0.7857,0.7174,0.4419,0.2907,25,2,79.5000,33,5,13,35,0.7791,0.7857,79.5000
cosine_margin,0.58,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1250,0.3043,0.8649,0.6957,0.7711,0.6957,0.4302,0.3023,26,2,81.8000,32,5,14,35,0.7674,0.7711,81.8000
cosine_margin,0.59,0.00,0.70,0.20,0.10,0.8256,0.8478,0.8986,0.1250,0.1957,0.8810,0.8043,0.8409,0.8043,0.4884,0.2442,21,2,70.3000,37,5,9,35,0.8256,0.8409,70.3000
cosine_margin,0.59,0.01,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.1250,0.2174,0.8780,0.7826,0.8276,0.7826,0.4767,0.2558,22,2,72.6000,36,5,10,35,0.8140,0.8276,72.6000
cosine_margin,0.59,0.02,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.1250,0.2391,0.8750,0.7609,0.8140,0.7609,0.4651,0.2674,23,2,74.9000,35,5,11,35,0.8023,0.8140,74.9000
cosine_margin,0.59,0.03,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1250,0.2826,0.8684,0.7174,0.7857,0.7174,0.4419,0.2907,25,2,79.5000,33,5,13,35,0.7791,0.7857,79.5000
cosine_margin,0.59,0.04,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1250,0.2826,0.8684,0.7174,0.7857,0.7174,0.4419,0.2907,25,2,79.5000,33,5,13,35,0.7791,0.7857,79.5000
cosine_margin,0.59,0.05,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1250,0.2826,0.8684,0.7174,0.7857,0.7174,0.4419,0.2907,25,2,79.5000,33,5,13,35,0.7791,0.7857,79.5000
cosine_margin,0.59,0.06,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1250,0.2826,0.8684,0.7174,0.7857,0.7174,0.4419,0.2907,25,2,79.5000,33,5,13,35,0.7791,0.7857,79.5000
cosine_margin,0.59,0.07,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1250,0.2826,0.8684,0.7174,0.7857,0.7174,0.4419,0.2907,25,2,79.5000,33,5,13,35,0.7791,0.7857,79.5000
cosine_margin,0.59,0.08,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1250,0.2826,0.8684,0.7174,0.7857,0.7174,0.4419,0.2907,25,2,79.5000,33,5,13,35,0.7791,0.7857,79.5000
cosine_margin,0.59,0.09,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.1000,0.3043,0.8889,0.6957,0.7805,0.6957,0.4186,0.3140,27,2,74.1000,32,4,14,36,0.7791,0.7805,74.1000
cosine_margin,0.59,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1000,0.3261,0.8857,0.6739,0.7654,0.6739,0.4070,0.3256,28,2,76.4000,31,4,15,36,0.7674,0.7654,76.4000
cosine_margin,0.60,0.00,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.1250,0.2174,0.8780,0.7826,0.8276,0.7826,0.4767,0.2558,22,2,72.6000,36,5,10,35,0.8140,0.8276,72.6000
cosine_margin,0.60,0.01,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.1250,0.2391,0.8750,0.7609,0.8140,0.7609,0.4651,0.2674,23,2,74.9000,35,5,11,35,0.8023,0.8140,74.9000
cosine_margin,0.60,0.02,0.70,0.20,0.10,0.7907,0.8478,0.8986,0.1250,0.2609,0.8718,0.7391,0.8000,0.7391,0.4535,0.2791,24,2,77.2000,34,5,12,35,0.7907,0.8000,77.2000
cosine_margin,0.60,0.03,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1250,0.3043,0.8649,0.6957,0.7711,0.6957,0.4302,0.3023,26,2,81.8000,32,5,14,35,0.7674,0.7711,81.8000
cosine_margin,0.60,0.04,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1250,0.3043,0.8649,0.6957,0.7711,0.6957,0.4302,0.3023,26,2,81.8000,32,5,14,35,0.7674,0.7711,81.8000
cosine_margin,0.60,0.05,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1250,0.3043,0.8649,0.6957,0.7711,0.6957,0.4302,0.3023,26,2,81.8000,32,5,14,35,0.7674,0.7711,81.8000
cosine_margin,0.60,0.06,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1250,0.3043,0.8649,0.6957,0.7711,0.6957,0.4302,0.3023,26,2,81.8000,32,5,14,35,0.7674,0.7711,81.8000
cosine_margin,0.60,0.07,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1250,0.3043,0.8649,0.6957,0.7711,0.6957,0.4302,0.3023,26,2,81.8000,32,5,14,35,0.7674,0.7711,81.8000
cosine_margin,0.60,0.08,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1250,0.3043,0.8649,0.6957,0.7711,0.6957,0.4302,0.3023,26,2,81.8000,32,5,14,35,0.7674,0.7711,81.8000
cosine_margin,0.60,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.1000,0.3261,0.8857,0.6739,0.7654,0.6739,0.4070,0.3256,28,2,76.4000,31,4,15,36,0.7674,0.7654,76.4000
cosine_margin,0.60,0.10,0.70,0.20,0.10,0.7558,0.8478,0.8986,0.1000,0.3478,0.8824,0.6522,0.7500,0.6522,0.3953,0.3372,29,2,78.7000,30,4,16,36,0.7558,0.7500,78.7000
cosine_margin,0.61,0.00,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0750,0.2609,0.9189,0.7391,0.8193,0.7391,0.4302,0.3023,26,2,61.8000,34,3,12,37,0.8140,0.8193,61.8000
cosine_margin,0.61,0.01,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0750,0.2826,0.9167,0.7174,0.8049,0.7174,0.4186,0.3140,27,2,64.1000,33,3,13,37,0.8023,0.8049,64.1000
cosine_margin,0.61,0.02,0.70,0.20,0.10,0.7907,0.8478,0.8986,0.0750,0.3043,0.9143,0.6957,0.7901,0.6957,0.4070,0.3256,28,2,66.4000,32,3,14,37,0.7907,0.7901,66.4000
cosine_margin,0.61,0.03,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.61,0.04,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.61,0.05,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.61,0.06,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.61,0.07,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.61,0.08,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.61,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0500,0.3696,0.9355,0.6304,0.7532,0.6304,0.3605,0.3721,32,2,65.6000,29,2,17,38,0.7674,0.7532,65.6000
cosine_margin,0.61,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0500,0.3696,0.9355,0.6304,0.7532,0.6304,0.3605,0.3721,32,2,65.6000,29,2,17,38,0.7674,0.7532,65.6000
cosine_margin,0.62,0.00,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0750,0.2609,0.9189,0.7391,0.8193,0.7391,0.4302,0.3023,26,2,61.8000,34,3,12,37,0.8140,0.8193,61.8000
cosine_margin,0.62,0.01,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0750,0.2826,0.9167,0.7174,0.8049,0.7174,0.4186,0.3140,27,2,64.1000,33,3,13,37,0.8023,0.8049,64.1000
cosine_margin,0.62,0.02,0.70,0.20,0.10,0.7907,0.8478,0.8986,0.0750,0.3043,0.9143,0.6957,0.7901,0.6957,0.4070,0.3256,28,2,66.4000,32,3,14,37,0.7907,0.7901,66.4000
cosine_margin,0.62,0.03,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.62,0.04,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.62,0.05,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.62,0.06,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.62,0.07,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.62,0.08,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0750,0.3478,0.9091,0.6522,0.7595,0.6522,0.3837,0.3488,30,2,71.0000,30,3,16,37,0.7674,0.7595,71.0000
cosine_margin,0.62,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0500,0.3696,0.9355,0.6304,0.7532,0.6304,0.3605,0.3721,32,2,65.6000,29,2,17,38,0.7674,0.7532,65.6000
cosine_margin,0.62,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0500,0.3696,0.9355,0.6304,0.7532,0.6304,0.3605,0.3721,32,2,65.6000,29,2,17,38,0.7674,0.7532,65.6000
cosine_margin,0.63,0.00,0.70,0.20,0.10,0.8256,0.8478,0.8986,0.0500,0.2609,0.9444,0.7391,0.8293,0.7391,0.4186,0.3140,27,2,54.1000,34,2,12,38,0.8256,0.8293,54.1000
cosine_margin,0.63,0.01,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0500,0.2826,0.9429,0.7174,0.8148,0.7174,0.4070,0.3256,28,2,56.4000,33,2,13,38,0.8140,0.8148,56.4000
cosine_margin,0.63,0.02,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0500,0.3043,0.9412,0.6957,0.8000,0.6957,0.3953,0.3372,29,2,58.7000,32,2,14,38,0.8023,0.8000,58.7000
cosine_margin,0.63,0.03,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0500,0.3478,0.9375,0.6522,0.7692,0.6522,0.3721,0.3605,31,2,63.3000,30,2,16,38,0.7791,0.7692,63.3000
cosine_margin,0.63,0.04,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0500,0.3478,0.9375,0.6522,0.7692,0.6522,0.3721,0.3605,31,2,63.3000,30,2,16,38,0.7791,0.7692,63.3000
cosine_margin,0.63,0.05,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0500,0.3478,0.9375,0.6522,0.7692,0.6522,0.3721,0.3605,31,2,63.3000,30,2,16,38,0.7791,0.7692,63.3000
cosine_margin,0.63,0.06,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0500,0.3478,0.9375,0.6522,0.7692,0.6522,0.3721,0.3605,31,2,63.3000,30,2,16,38,0.7791,0.7692,63.3000
cosine_margin,0.63,0.07,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0500,0.3478,0.9375,0.6522,0.7692,0.6522,0.3721,0.3605,31,2,63.3000,30,2,16,38,0.7791,0.7692,63.3000
cosine_margin,0.63,0.08,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0500,0.3478,0.9375,0.6522,0.7692,0.6522,0.3721,0.3605,31,2,63.3000,30,2,16,38,0.7791,0.7692,63.3000
cosine_margin,0.63,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0500,0.3696,0.9355,0.6304,0.7532,0.6304,0.3605,0.3721,32,2,65.6000,29,2,17,38,0.7674,0.7532,65.6000
cosine_margin,0.63,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0500,0.3696,0.9355,0.6304,0.7532,0.6304,0.3605,0.3721,32,2,65.6000,29,2,17,38,0.7674,0.7532,65.6000
cosine_margin,0.64,0.00,0.70,0.20,0.10,0.8256,0.8478,0.8986,0.0250,0.2826,0.9706,0.7174,0.8250,0.7174,0.3953,0.3372,29,2,48.7000,33,1,13,39,0.8256,0.8250,48.7000
cosine_margin,0.64,0.01,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0250,0.3043,0.9697,0.6957,0.8101,0.6957,0.3837,0.3488,30,2,51.0000,32,1,14,39,0.8140,0.8101,51.0000
cosine_margin,0.64,0.02,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0250,0.3261,0.9688,0.6739,0.7949,0.6739,0.3721,0.3605,31,2,53.3000,31,1,15,39,0.8023,0.7949,53.3000
cosine_margin,0.64,0.03,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.64,0.04,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.64,0.05,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.64,0.06,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.64,0.07,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.64,0.08,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.64,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.64,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.65,0.00,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0250,0.3043,0.9697,0.6957,0.8101,0.6957,0.3837,0.3488,30,2,51.0000,32,1,14,39,0.8140,0.8101,51.0000
cosine_margin,0.65,0.01,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0250,0.3043,0.9697,0.6957,0.8101,0.6957,0.3837,0.3488,30,2,51.0000,32,1,14,39,0.8140,0.8101,51.0000
cosine_margin,0.65,0.02,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0250,0.3261,0.9688,0.6739,0.7949,0.6739,0.3721,0.3605,31,2,53.3000,31,1,15,39,0.8023,0.7949,53.3000
cosine_margin,0.65,0.03,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.65,0.04,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.65,0.05,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.65,0.06,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.65,0.07,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.65,0.08,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.65,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.65,0.10,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
cosine_margin,0.66,0.00,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0250,0.3043,0.9697,0.6957,0.8101,0.6957,0.3837,0.3488,30,2,51.0000,32,1,14,39,0.8140,0.8101,51.0000
cosine_margin,0.66,0.01,0.70,0.20,0.10,0.8140,0.8478,0.8986,0.0250,0.3043,0.9697,0.6957,0.8101,0.6957,0.3837,0.3488,30,2,51.0000,32,1,14,39,0.8140,0.8101,51.0000
cosine_margin,0.66,0.02,0.70,0.20,0.10,0.8023,0.8478,0.8986,0.0250,0.3261,0.9688,0.6739,0.7949,0.6739,0.3721,0.3605,31,2,53.3000,31,1,15,39,0.8023,0.7949,53.3000
cosine_margin,0.66,0.03,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.66,0.04,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.66,0.05,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.66,0.06,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.66,0.07,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.66,0.08,0.70,0.20,0.10,0.7791,0.8478,0.8986,0.0250,0.3696,0.9667,0.6304,0.7632,0.6304,0.3488,0.3837,33,2,57.9000,29,1,17,39,0.7791,0.7632,57.9000
cosine_margin,0.66,0.09,0.70,0.20,0.10,0.7674,0.8478,0.8986,0.0250,0.3913,0.9655,0.6087,0.7467,0.6087,0.3372,0.3953,34,2,60.2000,28,1,18,39,0.7674,0.7467,60.2000
